game,game_comments,game_date,wrong,right
4499,Battle of the Decades quarterfinal game 4.,"Show #6834 - Thursday, May 8, 2014",0,3
4496,Battle of the Decades quarterfinal game 3.,"Show #6833 - Wednesday, May 7, 2014",3,0
4493,Battle of the Decades quarterfinal game 2.,"Show #6832 - Tuesday, May 6, 2014",2,1
4494,Battle of the Decades quarterfinal game 1.,"Show #6831 - Monday, May 5, 2014",2,1
4488,Julia Collins game 10.,"Show #6830 - Friday, May 2, 2014",0,3
4489,Julia Collins game 9.,"Show #6829 - Thursday, May 1, 2014",2,1
4485,Julia Collins game 8.,"Show #6828 - Wednesday, April 30, 2014",0,3
4484,Julia Collins game 7.,"Show #6827 - Tuesday, April 29, 2014",3,0
4483,Julia Collins game 6.,"Show #6826 - Monday, April 28, 2014",1,2
4481,Julia Collins game 5.,"Show #6825 - Friday, April 25, 2014",0,3
4482,Julia Collins game 4.,"Show #6824 - Thursday, April 24, 2014",2,1
4480,Julia Collins game 3.,"Show #6823 - Wednesday, April 23, 2014",2,1
4479,Julia Collins game 2.,"Show #6822 - Tuesday, April 22, 2014",2,1
4478,Julia Collins game 1.,"Show #6821 - Monday, April 21, 2014",1,2
4476,,"Show #6820 - Friday, April 18, 2014",1,2
4477,Sandie Baker game 7.,"Show #6819 - Thursday, April 17, 2014",3,0
4474,Sandie Baker game 6.,"Show #6818 - Wednesday, April 16, 2014",3,0
4472,Sandie Baker game 5.,"Show #6817 - Tuesday, April 15, 2014",3,0
4471,Sandie Baker game 4.,"Show #6816 - Monday, April 14, 2014",3,0
4470,Sandie Baker game 3.,"Show #6815 - Friday, April 11, 2014",1,2
4469,Sandie Baker game 2.,"Show #6814 - Thursday, April 10, 2014",0,3
4467,Sandie Baker game 1.,"Show #6813 - Wednesday, April 9, 2014",2,1
4466,,"Show #6812 - Tuesday, April 8, 2014",2,1
4468,,"Show #6811 - Monday, April 7, 2014",1,2
4464,Battle of the Decades: The 2000s game 5.,"Show #6810 - Friday, April 4, 2014",3,0
4465,Battle of the Decades: The 2000s game 4.,"Show #6809 - Thursday, April 3, 2014",3,0
4463,Battle of the Decades: The 2000s game 3.,"Show #6808 - Wednesday, April 2, 2014",3,0
4461,Battle of the Decades: The 2000s game 2.,"Show #6807 - Tuesday, April 1, 2014",0,3
4462,Battle of the Decades: The 2000s game 1.,"Show #6806 - Monday, March 31, 2014",2,1
4457,,"Show #6805 - Friday, March 28, 2014",2,1
4459,,"Show #6804 - Thursday, March 27, 2014",1,2
4456,,"Show #6803 - Wednesday, March 26, 2014",3,0
4454,,"Show #6802 - Tuesday, March 25, 2014",2,1
4453,,"Show #6801 - Monday, March 24, 2014",3,0
4451,,"Show #6800 - Friday, March 21, 2014",1,2
4455,,"Show #6799 - Thursday, March 20, 2014",2,1
4450,,"Show #6798 - Wednesday, March 19, 2014",1,2
4449,,"Show #6797 - Tuesday, March 18, 2014",0,2
4448,,"Show #6796 - Monday, March 17, 2014",0,3
4447,,"Show #6795 - Friday, March 14, 2014",3,0
4446,,"Show #6794 - Thursday, March 13, 2014",2,1
4445,Arthur Chu game 12.,"Show #6793 - Wednesday, March 12, 2014",2,1
4444,Arthur Chu game 11.,"Show #6792 - Tuesday, March 11, 2014",1,2
4443,Arthur Chu game 10.,"Show #6791 - Monday, March 10, 2014",2,1
4442,Battle of the Decades: The 1990s game 5.,"Show #6790 - Friday, March 7, 2014",1,1
4441,Battle of the Decades: The 1990s game 4.,"Show #6789 - Thursday, March 6, 2014",1,2
4440,Battle of the Decades: The 1990s game 3.,"Show #6788 - Wednesday, March 5, 2014",2,1
4439,Battle of the Decades: The 1990s game 2.,"Show #6787 - Tuesday, March 4, 2014",2,1
4438,Battle of the Decades: The 1990s game 1.,"Show #6786 - Monday, March 3, 2014",3,0
4437,Arthur Chu game 9.,"Show #6785 - Friday, February 28, 2014",0,3
4436,Arthur Chu game 8.,"Show #6784 - Thursday, February 27, 2014",0,3
4435,Arthur Chu game 7.,"Show #6783 - Wednesday, February 26, 2014",3,0
4434,Arthur Chu game 6.,"Show #6782 - Tuesday, February 25, 2014",0,3
4433,Arthur Chu game 5.,"Show #6781 - Monday, February 24, 2014",3,0
4431,2014 College Championship final game 1.,"Show #6779 - Thursday, February 20, 2014",1,2
4430,2014 College Championship semifinal game 3.,"Show #6778 - Wednesday, February 19, 2014",0,3
4429,2014 College Championship semifinal game 2.,"Show #6777 - Tuesday, February 18, 2014",2,1
4428,2014 College Championship semifinal game 1.,"Show #6776 - Monday, February 17, 2014",1,2
4426,2014 College Championship quarterfinal game 5.,"Show #6775 - Friday, February 14, 2014",1,2
4425,2014 College Championship quarterfinal game 4.,"Show #6774 - Thursday, February 13, 2014",0,3
4424,2014 College Championship quarterfinal game 3.,"Show #6773 - Wednesday, February 12, 2014",0,3
4423,2014 College Championship quarterfinal game 2.,"Show #6772 - Tuesday, February 11, 2014",0,3
4422,2014 College Championship quarterfinal game 1.,"Show #6771 - Monday, February 10, 2014",3,0
4421,Battle of the Decades: The 1980s game 5.,"Show #6770 - Friday, February 7, 2014",1,2
4420,Battle of the Decades: The 1980s game 4.,"Show #6769 - Thursday, February 6, 2014",3,0
4419,Battle of the Decades: The 1980s game 3.,"Show #6768 - Wednesday, February 5, 2014",1,2
4417,Battle of the Decades: The 1980s game 2.,"Show #6767 - Tuesday, February 4, 2014",1,2
4416,Battle of the Decades: The 1980s game 1.,"Show #6766 - Monday, February 3, 2014",1,2
4415,Arthur Chu game 4.,"Show #6765 - Friday, January 31, 2014",2,1
4413,Arthur Chu game 3.,"Show #6764 - Thursday, January 30, 2014",2,1
4411,Arthur Chu game 2.,"Show #6763 - Wednesday, January 29, 2014",1,2
4408,Arthur Chu game 1.,"Show #6762 - Tuesday, January 28, 2014",2,1
4409,,"Show #6761 - Monday, January 27, 2014",1,2
4406,,"Show #6760 - Friday, January 24, 2014",1,2
4405,,"Show #6759 - Thursday, January 23, 2014",2,1
4402,,"Show #6758 - Wednesday, January 22, 2014",3,0
4399,Sarah McNitt game 6.,"Show #6757 - Tuesday, January 21, 2014",2,1
4400,Sarah McNitt game 5.,"Show #6756 - Monday, January 20, 2014",3,0
4398,Sarah McNitt game 4.,"Show #6755 - Friday, January 17, 2014",1,2
4397,Sarah McNitt game 3.,"Show #6754 - Thursday, January 16, 2014",1,2
4396,Sarah McNitt game 2.,"Show #6753 - Wednesday, January 15, 2014",3,0
4393,Sarah McNitt game 1.,"Show #6752 - Tuesday, January 14, 2014",0,3
4394,,"Show #6751 - Monday, January 13, 2014",3,0
4391,,"Show #6750 - Friday, January 10, 2014",1,2
4392,,"Show #6749 - Thursday, January 9, 2014",2,1
4390,,"Show #6748 - Wednesday, January 8, 2014",1,2
4389,,"Show #6747 - Tuesday, January 7, 2014",3,0
4387,,"Show #6746 - Monday, January 6, 2014",2,1
4388,,"Show #6745 - Friday, January 3, 2014",0,3
4386,Jerry Slowik game 6.,"Show #6744 - Thursday, January 2, 2014",1,2
4385,Jerry Slowik game 5.,"Show #6743 - Wednesday, January 1, 2014",2,1
4384,Jerry Slowik game 4.,"Show #6742 - Tuesday, December 31, 2013",2,1
4383,Jerry Slowik game 3.,"Show #6741 - Monday, December 30, 2013",2,1
4381,Jerry Slowik game 2.,"Show #6740 - Friday, December 27, 2013",1,2
4382,Jerry Slowik game 1.,"Show #6739 - Thursday, December 26, 2013",1,1
4379,,"Show #6738 - Wednesday, December 25, 2013",2,1
4380,,"Show #6737 - Tuesday, December 24, 2013",1,2
4378,,"Show #6736 - Monday, December 23, 2013",1,2
4377,,"Show #6735 - Friday, December 20, 2013",2,1
4376,,"Show #6734 - Thursday, December 19, 2013",2,1
4374,,"Show #6733 - Wednesday, December 18, 2013",3,0
4375,,"Show #6732 - Tuesday, December 17, 2013",3,0
4373,,"Show #6731 - Monday, December 16, 2013",2,1
4372,,"Show #6730 - Friday, December 13, 2013",3,0
4371,,"Show #6729 - Thursday, December 12, 2013",3,0
4370,,"Show #6728 - Wednesday, December 11, 2013",0,3
4369,,"Show #6727 - Tuesday, December 10, 2013",3,0
4368,,"Show #6726 - Monday, December 9, 2013",1,1
4367,,"Show #6725 - Friday, December 6, 2013",3,0
4366,Audience marriage proposal: John and Sahar.,"Show #6724 - Thursday, December 5, 2013",3,0
4365,,"Show #6723 - Wednesday, December 4, 2013",2,1
4364,"Alex announces Andy Westney (1980s), Shane Whitlock (1990s), and Tom Nissley (2000s) as the winners of the Battle of the Decades Fan Favorite online polls.","Show #6722 - Tuesday, December 3, 2013",0,3
4363,,"Show #6721 - Monday, December 2, 2013",3,0
4362,,"Show #6720 - Friday, November 29, 2013",1,2
4361,,"Show #6719 - Thursday, November 28, 2013",2,1
4360,,"Show #6718 - Wednesday, November 27, 2013",2,1
4359,Rani Peffer game 6.,"Show #6717 - Tuesday, November 26, 2013",1,1
4358,Rani Peffer game 5.,"Show #6716 - Monday, November 25, 2013",3,0
4356,2013 Teachers Tournament final game 1.,"Show #6714 - Thursday, November 21, 2013",2,1
4355,2013 Teachers Tournament semifinal game 3.,"Show #6713 - Wednesday, November 20, 2013",0,3
4354,2013 Teachers Tournament semifinal game 2.,"Show #6712 - Tuesday, November 19, 2013",2,1
4353,2013 Teachers Tournament semifinal game 1.,"Show #6711 - Monday, November 18, 2013",3,0
4352,2013 Teachers Tournament quarterfinal game 5.,"Show #6710 - Friday, November 15, 2013",1,2
4351,2013 Teachers Tournament quarterfinal game 4.,"Show #6709 - Thursday, November 14, 2013",0,3
4350,2013 Teachers Tournament quarterfinal game 3.,"Show #6708 - Wednesday, November 13, 2013",2,1
4349,2013 Teachers Tournament quarterfinal game 2.,"Show #6707 - Tuesday, November 12, 2013",1,2
4348,2013 Teachers Tournament quarterfinal game 1.,"Show #6706 - Monday, November 11, 2013",0,3
4347,Rani Peffer game 4.,"Show #6705 - Friday, November 8, 2013",2,1
4346,Rani Peffer game 3.,"Show #6704 - Thursday, November 7, 2013",3,0
4345,Rani Peffer game 2.,"Show #6703 - Wednesday, November 6, 2013",0,3
4344,Rani Peffer game 1.,"Show #6702 - Tuesday, November 5, 2013",2,1
4343,,"Show #6701 - Monday, November 4, 2013",1,2
4342,,"Show #6700 - Friday, November 1, 2013",3,0
4341,,"Show #6699 - Thursday, October 31, 2013",3,0
4340,,"Show #6698 - Wednesday, October 30, 2013",0,3
4339,,"Show #6697 - Tuesday, October 29, 2013",1,2
4338,,"Show #6696 - Monday, October 28, 2013",3,0
4337,,"Show #6695 - Friday, October 25, 2013",2,1
4336,,"Show #6694 - Thursday, October 24, 2013",3,0
4335,,"Show #6693 - Wednesday, October 23, 2013",2,1
4333,,"Show #6692 - Tuesday, October 22, 2013",2,1
4332,,"Show #6691 - Monday, October 21, 2013",1,2
4331,,"Show #6690 - Friday, October 18, 2013",3,0
4330,,"Show #6689 - Thursday, October 17, 2013",0,3
4329,,"Show #6688 - Wednesday, October 16, 2013",2,0
4328,,"Show #6687 - Tuesday, October 15, 2013",2,1
4326,,"Show #6686 - Monday, October 14, 2013",2,1
4324,,"Show #6685 - Friday, October 11, 2013",0,3
4327,,"Show #6684 - Thursday, October 10, 2013",1,1
4325,,"Show #6683 - Wednesday, October 9, 2013",3,0
4321,,"Show #6682 - Tuesday, October 8, 2013",1,2
4334,,"Show #6681 - Monday, October 7, 2013",2,1
4320,,"Show #6680 - Friday, October 4, 2013",1,2
4323,,"Show #6679 - Thursday, October 3, 2013",0,3
4322,,"Show #6678 - Wednesday, October 2, 2013",0,3
4319,,"Show #6677 - Tuesday, October 1, 2013",1,2
4318,,"Show #6676 - Monday, September 30, 2013",2,1
4317,,"Show #6675 - Friday, September 27, 2013",3,0
4316,,"Show #6674 - Thursday, September 26, 2013",3,0
4315,,"Show #6673 - Wednesday, September 25, 2013",2,1
4314,,"Show #6672 - Tuesday, September 24, 2013",0,3
4313,,"Show #6671 - Monday, September 23, 2013",2,1
4311,Jared Hall game 7.,"Show #6670 - Friday, September 20, 2013",3,0
4312,Jared Hall game 6.,"Show #6669 - Thursday, September 19, 2013",1,2
4310,Jared Hall game 5.,"Show #6668 - Wednesday, September 18, 2013",1,2
4309,Jared Hall game 4.,"Show #6667 - Tuesday, September 17, 2013",2,1
4308,"Jared Hall game 3.
First game of Season 30.
New set and opening graphics.","Show #6666 - Monday, September 16, 2013",0,3
4287,"2013 Kids Week game 5.
Last game of Season 29.","Show #6665 - Friday, August 2, 2013",0,3
4294,2013 Kids Week game 4.,"Show #6664 - Thursday, August 1, 2013",2,1
4285,2013 Kids Week game 3.,"Show #6663 - Wednesday, July 31, 2013",2,1
4280,2013 Kids Week game 2.,"Show #6662 - Tuesday, July 30, 2013",3,0
4278,2013 Kids Week game 1.,"Show #6661 - Monday, July 29, 2013",3,0
4276,"Jared Hall game 2.
Last regular-play game of Season 29.","Show #6660 - Friday, July 26, 2013",1,2
4293,Jared Hall game 1.,"Show #6659 - Thursday, July 25, 2013",1,2
4274,,"Show #6658 - Wednesday, July 24, 2013",3,0
4270,,"Show #6657 - Tuesday, July 23, 2013",3,0
4268,,"Show #6656 - Monday, July 22, 2013",2,1
4266,,"Show #6655 - Friday, July 19, 2013",3,0
4263,,"Show #6654 - Thursday, July 18, 2013",1,2
4262,Mark Japinga game 5.,"Show #6653 - Wednesday, July 17, 2013",3,0
4259,Mark Japinga game 4.,"Show #6652 - Tuesday, July 16, 2013",0,3
4257,Mark Japinga game 3.,"Show #6651 - Monday, July 15, 2013",0,3
4255,Mark Japinga game 2.,"Show #6650 - Friday, July 12, 2013",2,1
4253,"Ben Ingram game 9.
Mark Japinga game 1.","Show #6649 - Thursday, July 11, 2013",1,2
4250,Ben Ingram game 8.,"Show #6648 - Wednesday, July 10, 2013",0,3
4252,Ben Ingram game 7.,"Show #6647 - Tuesday, July 9, 2013",2,1
4248,Ben Ingram game 6.,"Show #6646 - Monday, July 8, 2013",0,3
4245,Ben Ingram game 5.,"Show #6645 - Friday, July 5, 2013",1,2
4243,Ben Ingram game 4.,"Show #6644 - Thursday, July 4, 2013",1,2
4242,Ben Ingram game 3.,"Show #6643 - Wednesday, July 3, 2013",2,1
4239,Ben Ingram game 2.,"Show #6642 - Tuesday, July 2, 2013",0,3
4237,Ben Ingram game 1.,"Show #6641 - Monday, July 1, 2013",1,2
4235,,"Show #6640 - Friday, June 28, 2013",3,0
4234,,"Show #6639 - Thursday, June 27, 2013",2,1
4231,,"Show #6638 - Wednesday, June 26, 2013",2,1
4229,Andrew Moore game 7.,"Show #6637 - Tuesday, June 25, 2013",3,0
4228,Andrew Moore game 6.,"Show #6636 - Monday, June 24, 2013",3,0
4222,Andrew Moore game 5.,"Show #6635 - Friday, June 21, 2013",0,3
4221,Andrew Moore game 4.,"Show #6634 - Thursday, June 20, 2013",2,1
4218,Andrew Moore game 3.,"Show #6633 - Wednesday, June 19, 2013",0,3
4216,Andrew Moore game 2.,"Show #6632 - Tuesday, June 18, 2013",2,1
4215,Andrew Moore game 1.,"Show #6631 - Monday, June 17, 2013",2,1
4212,,"Show #6630 - Friday, June 14, 2013",0,3
4211,,"Show #6629 - Thursday, June 13, 2013",0,3
4210,,"Show #6628 - Wednesday, June 12, 2013",1,2
4207,,"Show #6627 - Tuesday, June 11, 2013",2,1
4208,,"Show #6626 - Monday, June 10, 2013",0,3
4204,,"Show #6625 - Friday, June 7, 2013",2,1
4203,,"Show #6624 - Thursday, June 6, 2013",1,2
4202,,"Show #6623 - Wednesday, June 5, 2013",1,2
4201,,"Show #6622 - Tuesday, June 4, 2013",2,1
4200,,"Show #6621 - Monday, June 3, 2013",1,2
4199,,"Show #6620 - Friday, May 31, 2013",2,1
4198,,"Show #6619 - Thursday, May 30, 2013",3,0
4197,,"Show #6618 - Wednesday, May 29, 2013",0,3
4195,,"Show #6617 - Tuesday, May 28, 2013",3,0
4196,,"Show #6616 - Monday, May 27, 2013",1,2
4194,,"Show #6615 - Friday, May 24, 2013",0,3
4193,,"Show #6614 - Thursday, May 23, 2013",2,1
4191,,"Show #6613 - Wednesday, May 22, 2013",0,3
4190,,"Show #6612 - Tuesday, May 21, 2013",2,1
4187,,"Show #6611 - Monday, May 20, 2013",3,0
4185,2013 College Championship final game 1.,"Show #6609 - Thursday, May 16, 2013",3,0
4184,2013 College Championship semifinal game 3.,"Show #6608 - Wednesday, May 15, 2013",1,2
4181,2013 College Championship semifinal game 2.,"Show #6607 - Tuesday, May 14, 2013",3,0
4180,2013 College Championship semifinal game 1.,"Show #6606 - Monday, May 13, 2013",2,1
4178,2013 College Championship quarterfinal game 5.,"Show #6605 - Friday, May 10, 2013",1,2
4177,2013 College Championship quarterfinal game 4.,"Show #6604 - Thursday, May 9, 2013",2,1
4176,2013 College Championship quarterfinal game 3.,"Show #6603 - Wednesday, May 8, 2013",3,0
4173,2013 College Championship quarterfinal game 2.,"Show #6602 - Tuesday, May 7, 2013",1,2
4172,2013 College Championship quarterfinal game 1.,"Show #6601 - Monday, May 6, 2013",1,2
4171,,"Show #6600 - Friday, May 3, 2013",0,3
4170,,"Show #6599 - Thursday, May 2, 2013",3,0
4169,,"Show #6598 - Wednesday, May 1, 2013",0,2
4165,,"Show #6597 - Tuesday, April 30, 2013",2,1
4163,,"Show #6596 - Monday, April 29, 2013",1,2
4161,,"Show #6595 - Friday, April 26, 2013",0,3
4160,,"Show #6594 - Thursday, April 25, 2013",0,3
4159,,"Show #6593 - Wednesday, April 24, 2013",0,3
4156,,"Show #6592 - Tuesday, April 23, 2013",2,1
4155,,"Show #6591 - Monday, April 22, 2013",0,3
4153,,"Show #6590 - Friday, April 19, 2013",3,0
4151,,"Show #6589 - Thursday, April 18, 2013",0,3
4150,,"Show #6588 - Wednesday, April 17, 2013",1,2
4149,,"Show #6587 - Tuesday, April 16, 2013",1,2
4147,,"Show #6586 - Monday, April 15, 2013",2,1
4145,,"Show #6585 - Friday, April 12, 2013",0,3
4142,,"Show #6584 - Thursday, April 11, 2013",2,1
4143,,"Show #6583 - Wednesday, April 10, 2013",3,0
4140,,"Show #6582 - Tuesday, April 9, 2013",1,2
4139,,"Show #6581 - Monday, April 8, 2013",2,1
4136,,"Show #6580 - Friday, April 5, 2013",1,2
4137,Rebecca Rider game 6.,"Show #6579 - Thursday, April 4, 2013",2,1
4134,Rebecca Rider game 5.,"Show #6578 - Wednesday, April 3, 2013",0,3
4133,Rebecca Rider game 4.,"Show #6577 - Tuesday, April 2, 2013",3,0
4132,Rebecca Rider game 3.,"Show #6576 - Monday, April 1, 2013",1,2
4131,Rebecca Rider game 2.,"Show #6575 - Friday, March 29, 2013",1,2
4129,Rebecca Rider game 1.,"Show #6574 - Thursday, March 28, 2013",0,3
4128,,"Show #6573 - Wednesday, March 27, 2013",0,3
4124,,"Show #6572 - Tuesday, March 26, 2013",2,1
4126,,"Show #6571 - Monday, March 25, 2013",1,2
4122,,"Show #6570 - Friday, March 22, 2013",1,2
4121,,"Show #6569 - Thursday, March 21, 2013",2,1
4118,,"Show #6568 - Wednesday, March 20, 2013",2,1
4116,,"Show #6567 - Tuesday, March 19, 2013",0,3
4114,,"Show #6566 - Monday, March 18, 2013",1,2
4113,Drew Horwood game 9.,"Show #6565 - Friday, March 15, 2013",1,2
4112,Drew Horwood game 8.,"Show #6564 - Thursday, March 14, 2013",0,3
4110,Drew Horwood game 7.,"Show #6563 - Wednesday, March 13, 2013",2,1
4108,Drew Horwood game 6.,"Show #6562 - Tuesday, March 12, 2013",2,1
4106,Drew Horwood game 5.,"Show #6561 - Monday, March 11, 2013",3,0
4105,Drew Horwood game 4.,"Show #6560 - Friday, March 8, 2013",3,0
4104,Drew Horwood game 3.,"Show #6559 - Thursday, March 7, 2013",1,2
4101,Drew Horwood game 2.,"Show #6558 - Wednesday, March 6, 2013",0,3
4100,Drew Horwood game 1.,"Show #6557 - Tuesday, March 5, 2013",1,2
4098,,"Show #6556 - Monday, March 4, 2013",3,0
4096,,"Show #6555 - Friday, March 1, 2013",1,2
4095,,"Show #6554 - Thursday, February 28, 2013",0,3
4093,Joshua Brakhage game 6.,"Show #6553 - Wednesday, February 27, 2013",2,1
4090,2013 Tournament of Champions final game 1.,"Show #6551 - Monday, February 25, 2013",2,1
4088,2013 Tournament of Champions semifinal game 3.,"Show #6550 - Friday, February 22, 2013",2,1
4087,2013 Tournament of Champions semifinal game 2.,"Show #6549 - Thursday, February 21, 2013",2,1
4086,2013 Tournament of Champions semifinal game 1.,"Show #6548 - Wednesday, February 20, 2013",0,3
4084,2013 Tournament of Champions quarterfinal game 5.,"Show #6547 - Tuesday, February 19, 2013",2,1
4082,2013 Tournament of Champions quarterfinal game 4.,"Show #6546 - Monday, February 18, 2013",0,3
4081,2013 Tournament of Champions quarterfinal game 3.,"Show #6545 - Friday, February 15, 2013",1,2
4079,2013 Tournament of Champions quarterfinal game 2.,"Show #6544 - Thursday, February 14, 2013",2,1
4078,2013 Tournament of Champions quarterfinal game 1.,"Show #6543 - Wednesday, February 13, 2013",0,3
4076,"2013 Teen Tournament final game 1.
Leonard Cooper becomes the first tournament finalist by rule after the second semifinal game ended without a winner.","Show #6541 - Monday, February 11, 2013",1,2
4075,2013 Teen Tournament semifinal game 3.,"Show #6540 - Friday, February 8, 2013",0,3
4074,"2013 Teen Tournament semifinal game 2.
First tournament semifinal with no winner.","Show #6539 - Thursday, February 7, 2013",3,0
4073,2013 Teen Tournament semifinal game 1.,"Show #6538 - Wednesday, February 6, 2013",2,1
4071,2013 Teen Tournament quarterfinal game 5.,"Show #6537 - Tuesday, February 5, 2013",0,3
4072,2013 Teen Tournament quarterfinal game 4.,"Show #6536 - Monday, February 4, 2013",1,2
4070,2013 Teen Tournament quarterfinal game 3.,"Show #6535 - Friday, February 1, 2013",3,0
4069,2013 Teen Tournament quarterfinal game 2.,"Show #6534 - Thursday, January 31, 2013",1,2
4068,2013 Teen Tournament quarterfinal game 1.,"Show #6533 - Wednesday, January 30, 2013",0,3
4067,Joshua Brakhage game 5.,"Show #6532 - Tuesday, January 29, 2013",2,1
4066,Joshua Brakhage game 4.,"Show #6531 - Monday, January 28, 2013",3,0
4065,Joshua Brakhage game 3.,"Show #6530 - Friday, January 25, 2013",3,0
4064,Joshua Brakhage game 2.,"Show #6529 - Thursday, January 24, 2013",1,2
4063,Joshua Brakhage game 1.,"Show #6528 - Wednesday, January 23, 2013",1,2
4062,,"Show #6527 - Tuesday, January 22, 2013",3,0
4061,,"Show #6526 - Monday, January 21, 2013",2,1
4060,,"Show #6525 - Friday, January 18, 2013",1,2
4059,,"Show #6524 - Thursday, January 17, 2013",1,2
4058,Kristin Morgan game 6.,"Show #6523 - Wednesday, January 16, 2013",3,0
4057,Kristin Morgan game 5.,"Show #6522 - Tuesday, January 15, 2013",1,2
4056,Kristin Morgan game 4.,"Show #6521 - Monday, January 14, 2013",0,3
4054,Kristin Morgan game 3.,"Show #6520 - Friday, January 11, 2013",3,0
4055,Kristin Morgan game 2.,"Show #6519 - Thursday, January 10, 2013",3,0
4053,"Ashok Poozhikunnel game 5.
Kristin Morgan game 1.","Show #6518 - Wednesday, January 9, 2013",3,0
4052,Ashok Poozhikunnel game 4.,"Show #6517 - Tuesday, January 8, 2013",3,0
4051,Ashok Poozhikunnel game 3.,"Show #6516 - Monday, January 7, 2013",0,3
4050,Ashok Poozhikunnel game 2.,"Show #6515 - Friday, January 4, 2013",1,2
4049,Ashok Poozhikunnel game 1.,"Show #6514 - Thursday, January 3, 2013",2,1
4048,,"Show #6513 - Wednesday, January 2, 2013",1,2
4046,,"Show #6512 - Tuesday, January 1, 2013",1,2
4045,,"Show #6511 - Monday, December 31, 2012",2,1
4044,,"Show #6510 - Friday, December 28, 2012",1,1
4047,,"Show #6509 - Thursday, December 27, 2012",2,1
4043,,"Show #6508 - Wednesday, December 26, 2012",0,2
4042,,"Show #6507 - Tuesday, December 25, 2012",0,3
4041,,"Show #6506 - Monday, December 24, 2012",2,0
4040,,"Show #6505 - Friday, December 21, 2012",1,2
4039,,"Show #6504 - Thursday, December 20, 2012",1,2
4038,,"Show #6503 - Wednesday, December 19, 2012",2,1
4036,,"Show #6502 - Tuesday, December 18, 2012",0,3
4035,,"Show #6501 - Monday, December 17, 2012",2,1
4034,,"Show #6500 - Friday, December 14, 2012",0,3
4037,,"Show #6499 - Thursday, December 13, 2012",3,0
4033,,"Show #6498 - Wednesday, December 12, 2012",1,2
4032,,"Show #6497 - Tuesday, December 11, 2012",2,1
4031,,"Show #6496 - Monday, December 10, 2012",2,1
4030,,"Show #6495 - Friday, December 7, 2012",3,0
4029,,"Show #6494 - Thursday, December 6, 2012",1,2
4028,,"Show #6493 - Wednesday, December 5, 2012",1,2
4027,Jason Shore game 5.,"Show #6492 - Tuesday, December 4, 2012",3,0
4026,Jason Shore game 4.,"Show #6491 - Monday, December 3, 2012",3,0
4025,Jason Shore game 3.,"Show #6490 - Friday, November 30, 2012",2,0
4024,Jason Shore game 2.,"Show #6489 - Thursday, November 29, 2012",2,1
4023,Jason Shore game 1.,"Show #6488 - Wednesday, November 28, 2012",3,0
4022,,"Show #6487 - Tuesday, November 27, 2012",2,1
4021,,"Show #6486 - Monday, November 26, 2012",3,0
4020,Paul Nelson game 6.,"Show #6485 - Friday, November 23, 2012",2,1
4019,Paul Nelson game 5.,"Show #6484 - Thursday, November 22, 2012",3,0
4018,Paul Nelson game 4.,"Show #6483 - Wednesday, November 21, 2012",3,0
4016,2012-B Teachers Tournament final game 1.,"Show #6481 - Monday, November 19, 2012",3,0
4014,2012-B Teachers Tournament semifinal game 3.,"Show #6480 - Friday, November 16, 2012",1,1
4015,2012-B Teachers Tournament semifinal game 2.,"Show #6479 - Thursday, November 15, 2012",0,3
4013,2012-B Teachers Tournament semifinal game 1.,"Show #6478 - Wednesday, November 14, 2012",3,0
4011,2012-B Teachers Tournament quarterfinal game 5.,"Show #6477 - Tuesday, November 13, 2012",0,3
4012,2012-B Teachers Tournament quarterfinal game 4.,"Show #6476 - Monday, November 12, 2012",1,2
4009,2012-B Teachers Tournament quarterfinal game 3.,"Show #6475 - Friday, November 9, 2012",2,1
4010,2012-B Teachers Tournament quarterfinal game 2.,"Show #6474 - Thursday, November 8, 2012",3,0
4008,2012-B Teachers Tournament quarterfinal game 1.,"Show #6473 - Wednesday, November 7, 2012",1,2
4007,Paul Nelson game 3.,"Show #6472 - Tuesday, November 6, 2012",2,1
4006,Paul Nelson game 2.,"Show #6471 - Monday, November 5, 2012",2,1
4005,"Keith Whitener game 8.
Paul Nelson game 1.","Show #6470 - Friday, November 2, 2012",2,1
4004,Keith Whitener game 7.,"Show #6469 - Thursday, November 1, 2012",0,3
4003,Keith Whitener game 6.,"Show #6468 - Wednesday, October 31, 2012",1,2
4002,Keith Whitener game 5.,"Show #6467 - Tuesday, October 30, 2012",0,3
4001,Keith Whitener game 4.,"Show #6466 - Monday, October 29, 2012",2,1
4000,Keith Whitener game 3.,"Show #6465 - Friday, October 26, 2012",3,0
3999,Keith Whitener game 2.,"Show #6464 - Thursday, October 25, 2012",1,2
3998,Keith Whitener game 1.,"Show #6463 - Wednesday, October 24, 2012",2,1
3997,,"Show #6462 - Tuesday, October 23, 2012",2,1
3996,,"Show #6461 - Monday, October 22, 2012",2,1
3995,,"Show #6460 - Friday, October 19, 2012",2,1
3994,,"Show #6459 - Thursday, October 18, 2012",2,1
3992,Stephanie Jass game 8.,"Show #6458 - Wednesday, October 17, 2012",2,1
3991,Stephanie Jass game 7.,"Show #6457 - Tuesday, October 16, 2012",0,3
3990,Stephanie Jass game 6.,"Show #6456 - Monday, October 15, 2012",1,2
3989,Stephanie Jass game 5.,"Show #6455 - Friday, October 12, 2012",3,0
3993,Stephanie Jass game 4.,"Show #6454 - Thursday, October 11, 2012",3,0
3988,Stephanie Jass game 3.,"Show #6453 - Wednesday, October 10, 2012",2,1
